250,1,5048.592,200
250,1,4205.078,200
250,1,4075.407,200
250,1,7191.744,200
250,1,5303.464,200
250,1,6845.626,200
250,1,6205.618,200
250,1,8045.565,200
250,1,6870.842,200
250,1,5208.21,200
250,1,6014.163,200
250,1,8672.309,200
250,1,7039.028,200
250,1,7835.631,200
250,1,6163.501,200
250,1,3850.361,200
250,1,5176.192,200
250,1,7813.593,200
250,1,8650.164,200
250,1,10267.651,200
250,1,5214.196,200
250,1,6395.871,200
250,1,8997.362,200
250,1,8808.167,200
250,1,4993.427,200
250,1,9990.754,200
250,1,9212.158,200
250,1,7703.346,200
250,1,7627.614,200
250,1,7131.832,200
250,1,8652.31,200
250,1,8660.031,200
250,1,8493.0,200
250,1,11939.967,200
250,1,8682.557,200
250,1,5339.665,200
250,1,10004.893,200
250,1,10540.856,200
250,1,10097.638,200
250,1,9400.975,200
250,1,6665.933,200
250,1,7623.675,200
250,1,8697.152,200
250,1,5914.148,200
250,1,8504.203,200
250,1,5989.478,200
250,1,11719.662,200
250,1,8849.149,200
250,1,4406.259,200
250,1,9334.754,200
250,1,6403.377,200
250,1,5277.52,200
250,1,4685.235,200
250,1,9551.112,200
250,1,8831.695,200
250,1,2383.182,200
250,1,11157.92,200
250,1,7115.124,200
250,1,5104.163,200
250,1,7628.582,200
250,1,7248.548,200
250,1,6397.696,200
250,1,8009.137,200
250,1,10144.419,200
250,1,4992.951,200
250,1,10045.078,200
250,1,10182.734,200
250,1,7561.658,200
250,1,7126.73,200
250,1,7074.844,200
250,1,6719.591,200
250,1,11957.422,200
250,1,9486.112,200
250,1,8218.16,200
250,1,11439.596,200
250,1,7716.382,200
250,1,5292.685,200
250,1,9611.181,200
250,1,8390.033,200
250,1,11726.435,200
250,1,6326.765,200
250,1,6509.486,200
250,1,7730.374,200
250,1,7331.426,200
250,1,6219.136,200
250,1,13261.665,200
250,1,7372.366,200
250,1,7553.846,200
250,1,8231.047,200
250,1,6581.311,200
250,1,3898.178,200
250,1,7430.65,200
250,1,8015.498,200
250,1,8021.083,200
250,1,5050.818,200
250,1,8388.105,200
250,1,11738.772,200
250,1,13187.122,200
250,1,8175.088,200
250,1,8646.543,200
250,1,10589.975,200
250,1,7817.896,200
250,1,15230.325,200
250,1,11885.414,200
250,1,6365.372,200
250,1,6652.913,200
250,1,14039.976,200
250,1,9119.257,200
250,1,6286.771,200
250,1,8821.157,200
250,1,13384.155,200
250,1,10646.281,200
250,1,7579.821,200
250,1,4546.238,200
250,1,10551.074,200
250,1,15724.429,200
250,1,10913.156,200
250,1,12545.071,200
250,1,9394.59,200
250,1,10526.231,200
250,1,9553.627,200
250,1,7301.402,200
250,1,7646.062,200
250,1,6666.649,200
250,1,10202.075,200
250,1,4972.86,200
250,1,6386.962,200
250,1,14892.697,200
250,1,9400.467,200
250,1,3666.66,200
250,1,16726.773,200
250,1,17114.352,200
250,1,12195.799,200
250,1,17955.247,200
250,1,8291.827,200
250,1,10233.144,200
250,1,7409.381,200
250,1,8668.505,200
250,1,13974.365,200
250,1,10976.902,200
250,1,5226.206,200
250,1,9734.858,200
250,1,16148.143,200
250,1,12252.834,200
250,1,13209.508,200
250,1,6806.776,200
250,1,8097.928,200
250,1,12252.337,200
250,1,7385.952,200
250,1,6491.483,200
250,1,6673.931,200
250,1,9109.502,200
250,1,17931.614,200
250,1,8782.168,200
250,1,3838.754,200
250,1,4388.752,200
250,1,5831.187,200
250,1,6674.354,200
250,1,9916.438,200
250,1,9644.121,200
250,1,8901.304,200
250,1,8038.795,200
250,1,21093.086,200
250,1,9349.836,200
250,1,8776.275,200
250,1,8399.598,200
250,1,10128.921,200
250,1,7332.42,200
250,1,14460.301,200
250,1,6958.652,200
250,1,9272.633,200
250,1,11465.752,200
250,1,8704.151,200
250,1,6226.096,200
250,1,6361.931,200
250,1,10514.858,200
250,1,8598.685,200
250,1,9454.214,200
250,1,11058.414,200
250,1,9471.026,200
250,1,9880.844,200
250,1,10189.535,200
250,1,4476.026,200
250,1,12714.027,200
250,1,15075.918,200
250,1,14671.387,200
250,1,9734.244,200
250,1,10354.341,401
250,1,12313.948,200
250,1,17206.165,200
250,1,20290.822,200
250,1,12278.328,200
250,1,13642.673,200
250,1,9615.254,200
250,1,9490.04,401
250,1,10063.16,200
250,1,14397.851,200
250,1,17388.814,200
250,1,3621.8,200
250,1,3390.591,200
250,1,9279.406,200
250,1,3866.276,200
250,1,5735.092,200
250,1,16864.394,200
250,1,5958.861,200
250,1,7444.134,200
250,1,6785.067,200
250,1,7049.035,200
250,1,6664.037,200
250,1,7845.161,200
250,1,8208.292,200
250,1,5945.826,200
250,1,6363.69,200
250,1,10526.618,200
250,1,8135.002,200
250,1,5175.976,401
250,1,6325.732,200
250,1,12468.166,200
250,1,11543.265,401
250,1,7815.801,200
250,1,5232.012,200
250,1,10084.041,200
250,1,6819.022,401
250,1,8609.616,200
250,1,7492.101,200
250,1,8654.739,200
250,1,7673.62,200
250,1,11711.47,200
250,1,8905.025,200
250,1,12895.343,200
250,1,9594.19,200
250,1,6228.533,200
250,1,8414.323,200
250,1,9590.724,200
250,1,11490.497,200
250,1,7632.897,200
250,1,10510.285,200
250,1,9628.384,401
250,1,8559.67,200
250,1,9064.192,200
250,1,15058.497,200
250,1,5018.276,200
250,1,14013.199,200
250,1,9326.937,200
250,1,8475.682,401
250,1,14051.367,200
250,1,10337.361,200
250,1,10957.58,200
250,1,9629.557,200
250,1,13471.397,200
250,2,7740.892,200
250,2,3772.814,200
250,2,4104.243,200
250,2,6910.26,401
250,2,8010.099,200
250,2,4435.6,200
250,2,7981.848,200
250,2,6514.606,200
250,2,7294.385,200
